ID,PRC2017,PRC2016,REMARK
1239,20146231,20146231,
1240,20146233,20146233,
1241,20146235,20146235,
1242,20146239,20146239,
1243,20146260,20146260,
1244,20146270,20146270,
1245,201462Z0,201462Z0,
1246,20146310,20146310,
1247,20146323,20146323,
1248,20146325,20146325,
1249,20146333,20146333,
1250,20146339,20146339,
1251,20146350,20146350,
1252,20146360,20146360,
1253,20146373,20146373,
1254,20146375,20146375,
1255,20146379,20146379,
1256,20146380,20146380,
1257,20146430,20146430,
1258,20146450,20146450,
1259,20146470,20146470,
1260,20147120,20147120,
1261,20147130,20147130,
1262,20147140,20147140,
1263,20147150,20147150,
1264,20147170,20147170,
1265,20147200,20147200,
1266,20147320,20147320,
1267,20147340,20147340,
1268,20147360,20147360,
1269,20147390,20147390,
1270,20147400,20147400,
1271,20147500,20147500,
1272,20151050,20151050,
1273,20151075,20151075,
1274,20151077,20151077,
1275,20152030,20152030,
1276,20152080,20152080,
1277,20153130,20153130,
1278,20153180,20153180,
1279,20153200,20153200,
1280,20153300,20153300,
1281,20153400,20153400,
1282,20153530,20153530,
1283,20153580,20153580,
1284,20153600,20153600,
1285,20153930,20153930,
1286,20153990,20153990,
1287,20154100,20154100,
1288,20154900,20154900,
1289,20155100,20155100,
1290,20155200,20155200,
1291,20155900,20155900,
1292,20156000,20156000,
1293,20157100,20157100,
1294,20157200,20157200,
1295,20157300,20157300,
1296,20157400,20157400,
1297,20157500,20157500,
1298,20157600,20157600,
1299,20157930,20157930,
1300,20157980,20157980,
1301,20158000,20158000,
1302,20161035,20161035,
1303,20161039,20161039,
1304,20161050,20161050,
1305,20161070,20161070,
1306,20161090,20161090,
1307,20162035,20162035,
1308,20162039,20162039,
1309,20162050,20162050,
1310,20162070,20162070,
1311,20162090,20162090,
1312,20163010,20163010,
1313,20163023,20163023,
1314,20163025,20163025,
1315,20163040,20163040,
1316,20163060,20163060,
1317,20163090,20163090,
1318,20164013,20164013,
1319,20164015,20164015,
1320,20164020,20164020,
1321,20164030,20164030,
1322,20164040,20164040,
1323,20164050,20164050,
1324,20164062,20164062,
1325,20164064,20164064,
1326,20164070,20164070,
1327,20164080,20164080,
1328,20164090,20164090,
1329,20165130,20165130,
1330,20165150,20165150,
1331,20165230,20165230,
1332,20165250,20165250,
1333,20165270,20165270,
1334,20165350,20165350,
1335,20165390,20165390,
1336,20165450,20165450,
1337,20165490,20165490,
1338,20165550,20165550,
1339,20165570,20165570,
1340,20165630,20165630,
1341,20165650,20165650,
1342,20165670,20165670,
1343,20165700,20165700,
1344,20165920,20165920,
1345,20165940,20165940,
1346,20165960,20165960,
1347,20165970,20165970,
1348,20171050,20171050,
1349,20171090,20171090,
1350,20201220,20201220,
1351,20201230,20201230,
1352,20201240,20201240,
1353,20201250,20201250,
1354,20201260,20201260,
1355,20201270,20201270,
1356,20201290,20201290,
1357,20201350,20201350,
1358,20201370,20201370,
1359,20201430,20201430,
1360,20201450,20201450,
1361,20201490,20201490,
1362,20201515,20201515,
1363,20201530,20201530,
1364,20201545,20201545,
1365,20201560,20201560,
1366,20201575,20201575,
1367,20201590,20201590,
1368,20201600,20201600,
1369,20201980,20201980,
1370,20301150,20301150,
1371,20301170,20301170,
1372,20301225,20301225,
1373,20301229,20301229,
1374,20301230,20301230,
1375,20301250,20301250,
1376,20301270,20301270,
1377,20301290,20301290,
1378,20302130,20302130,
1379,20302150,20302150,
1380,20302170,20302170,
1381,20302213,20302213,
1382,20302215,20302215,
1383,20302220,20302220,
1384,20302230,20302230,
1385,20302240,20302240,
1386,20302253,20302253,
1387,20302255,20302255,
1388,20302260,20302260,
1389,20302273,20302273,
1390,20302279,20302279,
1391,20302350,20302350,
1392,20302370,20302370,
1393,20302450,20302450,
1394,20302470,20302470,
1395,20411000,20411000,
1396,20412020,20412020,
1397,20412030,20412030,
1398,20412050,20412050,
1399,20412090,20412090,
1400,20413120,20413120,
1401,20413150,20413150,
1402,20413180,20413180,
1403,20413240,20413240,
1404,20413250,20413250,
1405,20413260,20413260,
1406,20413270,20413270,
1407,20414100,20414100,
1408,20414270,20414270,
1409,20414280,20414280,
1410,20414330,20414330,
1411,20414350,20414350,
1412,20414370,20414370,
1413,20414383,20414383,
1414,20414389,20414389,
1415,20414400,20414400,
1416,20421150,20421150,
1417,20421170,20421170,
1418,20421250,20421250,
1419,20421270,20421270,
1420,20421300,20421300,
1421,20421400,20421400,
1422,20421500,20421500,
1423,20421630,20421630,
1424,20421650,20421650,
1425,20421670,20421670,
1426,20421700,20421700,
1427,20421850,20421850,
1428,20421890,20421890,
1429,20421915,20421915,
1430,20421930,20421930,
1431,20421945,20421945,
1432,20421960,20421960,
1433,20421975,20421975,
1434,20421990,20421990,
1435,20511130,20511130,
1436,20511150,20511150,
1437,20511250,20511250,
1438,20511270,20511270,
1439,20511300,20511300,
1440,20511400,20511400,
1441,20512000,20512000,
1442,20521020,20521020,
1443,20521040,20521040,
1444,20521060,20521060,
1445,20521080,20521080,
1446,20531020,20531020,
1447,20531030,20531030,
1448,20531050,20531050,
1449,20531075,20531075,
1450,20531079,20531079,
1451,20591130,20591130,
1452,20591150,20591150,
1453,20591170,20591170,
1454,20591200,20591200,
1455,20592000,20592000,
1456,20593000,20593000,
1457,20594155,20594155,
1458,20594158,20594158,
1459,20594159,20594159,
1460,20594175,20594175,
1461,20594179,20594179,
1462,20594250,20594250,
1463,20594270,20594270,
1464,20594290,20594290,
1465,20594330,20594330,
1466,20594350,20594350,
1467,20595100,20595100,
1468,20595210,20595210,
1469,20595230,20595230,
1470,20595250,20595250,
1471,20595270,20595270,
1472,20595300,20595300,
1473,20595400,20595400,
1474,20595550,20595550,
1475,20595570,20595570,
1476,20595580,20595580,
1477,20595590,20595590,
1478,20595620,20595620,
1479,20595630,20595630,
1480,20595640,20595640,
1481,20595650,20595650,
1482,20595660,20595660,
1483,20595670,20595670,
1484,20595720,20595720,
1485,20595730,20595730,
1486,20595740,20595740,
1487,20595750,20595750,
1488,20595770,20595770,
1489,20595800,20595800,
1490,20595910,20595910,
1491,20595940,20595940,
1492,20595953,20595953,
1493,20595957,20595957,
1494,20595963,20595963,
1495,20595965,20595965,
1496,20595967,20595967,
1497,20595971,20595971,
1498,20595975,20595975,
1499,20595994,20595994,
1500,20596020,20596020,
1501,20596050,20596050,
1502,20596080,20596080,
1503,20601110,20601110,
1504,20601120,20601120,
1505,20601130,20601130,
1506,20601140,20601140,
1507,20601150,20601150,
1508,20601190,20601190,
1509,20601220,20601220,
1510,20601240,20601240,
1511,20601260,20601260,
1512,20601310,20601310,
1513,20601320,20601320,
1514,20601330,20601330,
1515,20601340,20601340,
1516,20601350,20601350,
1517,20601390,20601390,
1518,20601420,20601420,
1519,20601440,20601440,
1520,20602140,20602140,
1521,20602200,20602200,
1522,20602320,20602320,
1523,20602340,20602340,
1524,20602390,20602390,
1525,20602400,20602400,
1526,21101030,21101030,
1527,21101050,21101050,
1528,21101070,21101070,
1529,21102010,21102010,
1530,21102020,21102020,
1531,21102040,21102040,
1532,21102060,21102060,
1533,21102070,21102070,
1534,21103117,21103117,
1535,21103119,21103119,
1536,21103130,21103130,
1537,21103140,21103140,
1538,21103155,21103155,
1539,21103159,21103159,
1540,21103170,21103170,
1541,21103180,21103180,
1542,21103200,21103200,
1543,21104000,21104000,
1544,21105100,21105100,
1545,21105200,21105200,
1546,21105300,21105300,
1547,21105400,21105400,
1548,21106020,21106020,
1549,21106040,21106040,
1550,21106055,21106055,
1551,21201130,21201130,
1552,21201150,21201150,
1553,21201160,21201160,
1554,21201180,21201180,
1555,21201230,21201230,
1556,21201250,21201250,
1557,21201260,21201260,
1558,21201270,21201270,
1559,21201310,21201310,
1560,21201320,21201320,
1561,21201340,21201340,
1562,21201360,21201360,
1563,21201380,21201380,
1564,21202125,21202125,
1565,21202145,21202145,
1566,21202160,21202160,
1567,21202200,21202200,
1568,21202320,21202320,
1569,21202340,21202340,
1570,21202420,21202420,
1571,21202430,21202430,
1572,21202440,21202440,
1573,21202460,21202460,
1574,22111100,22111100,
1575,22111200,22111200,
1576,22111355,22111355,
1577,22111357,22111357,
1578,22111370,22111370,
1579,22111400,22111400,
1580,22111530,22111530,
1581,22111550,22111550,
1582,22111570,22111570,
1583,22111600,22111600,
1584,22112030,22112030,
1585,22112050,22112050,
1586,22112090,22112090,
1587,22191000,22191000,
1588,22192013,22192013,
1589,22192019,22192019,
1590,22192030,22192030,
1591,22192050,22192050,
1592,22192070,22192070,
1593,22192083,22192083,
1594,22192085,22192085,
1595,22192087,22192087,
1596,22193030,22193030,
1597,22193055,22193055,
1598,22193057,22193057,
1599,22193059,22193059,
1600,22193070,22193070,
1601,22194030,22194030,
1602,22194050,22194050,
1603,22194070,22194070,
1604,22194090,22194090,
1605,22195050,22195050,
1606,22195070,22195070,
1607,22196000,22196000,
1608,22197120,22197120,
1609,22197130,22197130,
1610,22197200,22197200,
1611,22197310,22197310,
1612,22197321,22197321,
1613,22197323,22197323,
1614,22197330,22197330,
1615,22197345,22197345,
1616,22197347,22197347,
1617,22197349,22197349,
1618,22197350,22197350,
1619,22197365,22197365,
1620,22197379,22197379,
1621,22211050,22211050,
1622,22211070,22211070,
1623,22211090,22211090,
1624,22212130,22212130,
1625,22212153,22212153,
1626,22212155,22212155,
1627,22212157,22212157,
1628,22212170,22212170,
1629,22212920,22212920,
1630,22212935,22212935,
1631,22212937,22212937,
1632,22212950,22212950,
1633,22212970,22212970,
1634,22213010,22213010,
1635,22213017,22213017,
1636,22213021,22213021,
1637,22213023,22213023,
1638,22213026,22213026,
1639,22213030,22213030,
1640,22213035,22213035,
1641,22213036,22213036,
1642,22213037,22213037,
1643,22213038,22213038,
1644,22213053,22213053,
1645,22213059,22213059,
1646,22213061,22213061,
1647,22213063,22213063,
1648,22213065,22213065,
1649,22213067,22213067,
1650,22213069,22213069,
1651,22213070,22213070,
1652,22213082,22213082,
1653,22213086,22213086,
1654,22213090,22213090,
1655,22214120,22214120,
1656,22214130,22214130,
1657,22214150,22214150,
1658,22214170,22214170,
1659,22214180,22214180,
1660,22214230,22214230,
1661,22214250,22214250,
1662,22214275,22214275,
1663,22214279,22214279,
1664,22214280,22214280,
1665,22221100,22221100,
1666,22221200,22221200,
1667,22221300,22221300,
1668,22221450,22221450,
1669,22221470,22221470,
1670,22221910,22221910,
1671,22221925,22221925,
1672,22221950,22221950,
1673,22231155,22231155,
1674,22231159,22231159,
1675,22231190,22231190,
1676,22231250,22231250,
1677,22231270,22231270,
1678,22231290,22231290,
1679,22231300,22231300,
1680,22231450,22231450,
1681,22231470,22231470,
1682,22231500,22231500,
1683,22231950,22231950,
1684,22231990,22231990,
1685,22232000,22232000,
1686,22291000,22291000,
1687,22292130,22292130,
1688,22292140,22292140,
1689,22292240,22292240,
1690,22292320,22292320,
1691,22292340,22292340,
1692,22292400,22292400,
1693,22292500,22292500,
1694,22292610,22292610,
1695,22292620,22292620,
1696,22292630,22292630,
1697,22292910,22292910,
1698,22292915,22292915,
1699,22292920,22292920,
1700,22292950,22292950,
1701,22292995,22292995,
1702,22299110,22299110,
1703,22299125,22299125,
1704,22299127,22299127,
1705,22299130,22299130,
1706,22299140,22299140,
1707,22299150,22299150,
1708,22299160,22299160,
1709,22299180,22299180,
1710,22299193,22299193,
1711,22299197,22299197,
1712,23111110,23111110,
1713,23111130,23111130,
1714,23111150,23111150,
1715,23111212,23111212,
1716,23111214,23111214,
1717,23111217,23111217,
1718,23111230,23111230,
1719,23111290,23111290,
1720,23121150,23121150,
1721,23121190,23121190,
1722,23121210,23121210,
1723,23121230,23121230,
1724,23121250,23121250,
1725,23121270,23121270,
1726,23121330,23121330,
1727,23121350,23121350,
1728,23121390,23121390,
1729,23131110,23131110,
1730,23131120,23131120,
1731,23131130,23131130,
1732,23131140,23131140,
1733,23131150,23131150,
1734,23131160,23131160,
1735,23131170,23131170,
1736,23131180,23131180,
1737,23131220,23131220,
1738,23131240,23131240,
1739,23131260,23131260,
1740,23131290,23131290,
1741,23131310,23131310,
1742,23131330,23131330,
1743,23131350,23131350,
1744,23131360,23131360,
1745,23131390,23131390,
1746,23131400,23131400,
1747,23141110,23141110,
1748,23141130,23141130,
1749,23141150,23141150,
1750,23141170,23141170,
1751,23141220,23141220,
1752,23141240,23141240,
1753,23141250,23141250,
1754,23141297,23141297,
1755,23191110,23191110,
1756,23191130,23191130,
1757,23191150,23191150,
1758,23191200,23191200,
1759,23192100,23192100,
1760,23192200,23192200,
1761,23192330,23192330,
1762,23192350,23192350,
1763,23192400,23192400,
1764,23192500,23192500,
1765,23192640,23192640,
1766,23192670,23192670,
1767,23192690,23192690,
1768,23201100,23201100,
1769,23201210,23201210,
1770,23201233,23201233,
1771,23201235,23201235,
1772,23201237,23201237,
1773,23201290,23201290,
1774,23201300,23201300,
1775,23201410,23201410,
1776,23201430,23201430,
1777,23201455,23201455,
1778,23201459,23201459,
1779,23201490,23201490,
1780,23321110,23321110,
1781,23321130,23321130,
1782,23321250,23321250,
1783,23321270,23321270,
1784,23321300,23321300,
1785,23411130,23411130,
1786,23411150,23411150,
1787,23411210,23411210,
1788,23411230,23411230,
1789,23411250,23411250,
1790,23411290,23411290,
1791,23411330,23411330,
1792,23411350,23411350,
1793,23421030,23421030,
1794,23421050,23421050,
1795,23431030,23431030,
1796,23431050,23431050,
1797,23441100,23441100,
1798,23441210,23441210,
1799,23441230,23441230,
1800,23491100,23491100,
1801,23491230,23491230,
1802,23491250,23491250,
1803,23511100,23511100,
1804,23511210,23511210,
1805,23511290,23511290,
1806,23521033,23521033,
1807,23521035,23521035,
1808,23521050,23521050,
1809,23522000,23522000,
1810,23523030,23523030,
1811,23523050,23523050,
1812,23611130,23611130,
1813,23611150,23611150,
1814,23611200,23611200,
1815,23612000,23612000,
1816,23621050,23621050,
1817,23621090,23621090,
1818,23631000,23631000,
1819,23641000,23641000,
1820,23651100,23651100,
1821,23651220,23651220,
1822,23651240,23651240,
1823,23651270,23651270,
1824,23691100,23691100,
1825,23691930,23691930,
1826,23691980,23691980,
1827,236919Z0,236919Z0,
1828,23701100,23701100,
1829,23701210,23701210,
1830,23701230,23701230,
1831,23701260,23701260,
1832,23701270,23701270,
1833,23701280,23701280,
1834,23911110,23911110,
1835,23911120,23911120,
1836,23911130,23911130,
1837,23911140,23911140,
1838,23911150,23911150,
1839,23911190,23911190,
1840,23911230,23911230,
1841,23911250,23911250,
1842,23911290,23911290,
1843,23991100,23991100,
1844,23991255,23991255,
1845,23991290,23991290,
1846,23991310,23991310,
1847,23991320,23991320,
1848,23991400,23991400,
1849,23991500,23991500,
1850,23991910,23991910,
1851,23991920,23991920,
1852,23991930,23991930,
1853,23991950,23991950,
1854,23991970,23991970,
1855,23991980,23991980,
1856,23991990,23991990,
1857,24101100,24101100,
1858,24101215,24101215,
1859,24101230,24101230,
1860,24101245,24101245,
1861,24101260,24101260,
1862,24101275,24101275,
1863,24101290,24101290,
1864,24101300,24101300,
1865,24101410,24101410,
1866,24101420,24101420,
1867,24102110,24102110,
1868,24102121,24102121,
1869,24102122,24102122,
1870,241021Z0,241021Z0,
1871,24102210,24102210,
1872,24102221,24102221,
1873,24102222,24102222,
1874,241022Z0,241022Z0,
1875,24102310,24102310,
1876,24102321,24102321,
1877,24102322,24102322,
1878,241023Z0,241023Z0,
1879,24103110,24103110,
1880,24103130,24103130,
1881,24103150,24103150,
1882,24103210,24103210,
1883,24103230,24103230,
1884,24103310,24103310,
1885,24103320,24103320,
1886,24103330,24103330,
1887,24103340,24103340,
1888,241033Z0,241033Z0,
1889,24103410,24103410,
1890,24103420,24103420,
1891,241034Z0,241034Z0,
1892,24103510,24103510,
1893,24103520,24103520,
1894,24103530,24103530,
1895,24103540,24103540,
1896,24103550,24103550,
1897,24103600,24103600,
1898,24104110,24104110,
1899,24104130,24104130,
1900,24104150,24104150,
1901,241041Z0,241041Z0,
1902,24104200,24104200,
1903,24104300,24104300,
1904,24105110,24105110,
1905,24105120,24105120,
1906,24105130,24105130,
1907,24105140,24105140,
1908,24105150,24105150,
1909,24105210,24105210,
1910,24105230,24105230,
1911,24105310,24105310,
1912,24105330,24105330,
1913,24105410,24105410,
1914,24105430,24105430,
1915,24105500,24105500,
1916,24106110,24106110,
1917,24106120,24106120,
1918,24106130,24106130,
1919,24106140,24106140,
1920,24106190,24106190,
1921,24106210,24106210,
1922,24106230,24106230,
1923,24106250,24106250,
1924,24106300,24106300,
1925,24106410,24106410,
1926,24106430,24106430,
1927,24106450,24106450,
1928,24106470,24106470,
1929,24106510,24106510,
1930,24106530,24106530,
1931,24106550,24106550,
1932,24106570,24106570,
1933,24106610,24106610,
1934,24106620,24106620,
1935,24106630,24106630,
1936,24106640,24106640,
1937,24106650,24106650,
1938,24106660,24106660,
1939,24106700,24106700,
1940,24107110,24107110,
1941,24107120,24107120,
1942,24107130,24107130,
1943,24107140,24107140,
1944,24107200,24107200,
1945,24107300,24107300,
1946,24107410,24107410,
1947,24107420,24107420,
1948,24107500,24107500,
1949,2410T110,2410T110,
1950,2410T121,2410T121,
1951,2410T122,2410T122,
1952,2410T131,2410T131,
1953,2410T132,2410T132,
1954,2410T141,2410T141,
1955,2410T142,2410T142,
1956,2410T211,2410T211,
1957,2410T212,2410T212,
1958,2410T221,2410T221,
1959,2410T222,2410T222,
1960,2410T231,2410T231,
1961,2410T241,2410T241,
1962,2410T242,2410T242,
1963,2410T243,2410T243,
1964,2410T244,2410T244,
1965,2410T251,2410T251,
1966,2410T252,2410T252,
1967,2410T260,2410T260,
1968,2410T310,2410T310,
1969,2410T320,2410T320,
1970,2410T330,2410T330,
1971,2410T340,2410T340,
1972,2410T350,2410T350,
1973,2410T360,2410T360,
1974,24201110,24201110,
1975,24201150,24201150,
1976,24201210,24201210,
1977,24201250,24201250,
1978,24201310,24201310,
1979,24201330,24201330,
1980,24201350,24201350,
1981,24201370,24201370,
1982,24201400,24201400,
1983,24202110,24202110,
1984,24202150,24202150,
1985,24202200,24202200,
1986,24202300,24202300,
1987,24202400,24202400,
1988,24203110,24203110,
1989,24203150,24203150,
1990,24203210,24203210,
1991,24203250,24203250,
1992,24203310,24203310,
1993,24203340,24203340,
1994,24203370,24203370,
1995,24203410,24203410,
1996,24203430,24203430,
1997,24203450,24203450,
1998,24203470,24203470,
1999,24203500,24203500,
2000,24204010,24204010,
2001,24204030,24204030,
2002,24204050,24204050,
2003,24204073,24204073,
2004,24204075,24204075,
2005,24311010,24311010,
2006,24311020,24311020,
2007,24311030,24311030,
2008,24311040,24311040,
2009,24311050,24311050,
2010,24311060,24311060,
2011,24312010,24312010,
2012,24312020,24312020,
2013,24312030,24312030,
2014,24312040,24312040,
2015,24312050,24312050,
2016,24313000,24313000,
2017,24321011,24321011,
2018,24321012,24321012,
2019,24321014,24321014,
2020,24321016,24321016,
2021,24321018,24321018,
2022,24321022,24321022,
2023,24321025,24321025,
2024,24321028,24321028,
2025,24321030,24321030,
2026,24321040,24321040,
2027,24321050,24321050,
2028,243210Z1,243210Z1,
2029,243210Z2,243210Z2,
2030,24322010,24322010,
2031,24322020,24322020,
2032,24322030,24322030,
2033,24322040,24322040,
2034,24322050,24322050,
2035,24322060,24322060,
2036,243220Z1,243220Z1,
2037,243220Z2,243220Z2,
2038,24331110,24331110,
2039,24331130,24331130,
2040,24331150,24331150,
2041,24331200,24331200,
2042,24332000,24332000,
2043,24333000,24333000,
2044,24341130,24341130,
2045,24341150,24341150,
2046,24341170,24341170,
2047,24341200,24341200,
2048,24341300,24341300,
2049,24411030,24411030,
2050,24411050,24411050,
2051,24412030,24412030,
2052,24412050,24412050,
2053,24412070,24412070,
2054,24413030,24413030,
2055,24413050,24413050,
2056,24413070,24413070,
2057,24414000,24414000,
2058,24415030,24415030,
2059,24415050,24415050,
2060,24421130,24421130,
2061,24421154,24421154,
2062,24421200,24421200,
2063,24422100,24422100,
2064,24422230,24422230,
2065,24422250,24422250,
2066,24422330,24422330,
2067,24422350,24422350,
2068,24422430,24422430,
2069,24422450,24422450,
2070,24422500,24422500,
2071,24422630,24422630,
2072,24422650,24422650,
2073,24422670,24422670,
2074,24431130,24431130,
2075,24431150,24431150,
2076,24431190,24431190,
2077,24431230,24431230,
2078,24431250,24431250,
2079,24431330,24431330,
2080,24431350,24431350,
2081,24432100,24432100,
2082,24432200,24432200,
2083,24432300,24432300,
2084,24432400,24432400,
2085,24441100,24441100,
2086,24441200,24441200,
2087,24441330,24441330,
2088,24441370,24441370,
2089,24442100,24442100,
2090,24442200,24442200,
2091,24442330,24442330,
2092,24442350,24442350,
2093,24442370,24442370,
2094,24442400,24442400,
2095,24442500,24442500,
2096,24442630,24442630,
2097,24442650,24442650,
2098,24451100,24451100,
2099,24451200,24451200,
2100,24452100,24452100,
2101,24452200,24452200,
2102,24452300,24452300,
2103,24452400,24452400,
2104,24453013,24453013,
2105,24453017,24453017,
2106,24453023,24453023,
2107,24453025,24453025,
2108,24453027,24453027,
2109,24453030,24453030,
2110,24453043,24453043,
2111,24453047,24453047,
2112,24453055,24453055,
2113,24453057,24453057,
2114,24511110,24511110,
2115,24511190,24511190,
2116,24511210,24511210,
2117,24511220,24511220,
2118,24511240,24511240,
2119,24511250,24511250,
2120,24511290,24511290,
2121,24511310,24511310,
2122,24511320,24511320,
2123,24511340,24511340,
2124,24511350,24511350,
2125,24511390,24511390,
2126,24512000,24512000,
2127,24513030,24513030,
2128,24513050,24513050,
2129,24521010,24521010,
2130,24521030,24521030,
2131,24521040,24521040,
2132,24521050,24521050,
2133,24521090,24521090,
2134,24523000,24523000,
2135,24531010,24531010,
2136,24531020,24531020,
2137,24531040,24531040,
2138,24531050,24531050,
2139,24531090,24531090,
2140,24541010,24541010,
2141,24541020,24541020,
2142,24541040,24541040,
2143,24541050,24541050,
2144,24541090,24541090,
2145,25111030,25111030,
2146,25111050,25111050,
2147,25112100,25112100,
2148,25112200,25112200,
2149,25112310,25112310,
2150,25112350,25112350,
2151,25112355,25112355,
2152,25112370,25112370,
2153,25121030,25121030,
2154,25121050,25121050,
2155,25211100,25211100,
2156,25211200,25211200,
2157,25211300,25211300,
2158,25291110,25291110,
2159,25291120,25291120,
2160,25291130,25291130,
2161,25291150,25291150,
2162,25291170,25291170,
2163,25291200,25291200,
2164,25301110,25301110,
2165,25301150,25301150,
2166,25301170,25301170,
2167,25301230,25301230,
2168,25301250,25301250,
2169,25301330,25301330,
2170,25301350,25301350,
2171,25302100,25302100,
2172,25302200,25302200,
2173,25401230,25401230,
2174,25401250,25401250,
2175,25401270,25401270,
2176,25401290,25401290,
2177,25401300,25401300,
2178,25401400,25401400,
2179,25501134,25501134,
2180,25501137,25501137,
2181,25501151,25501151,
2182,25501152,25501152,
2183,25501153,25501153,
2184,25501154,25501154,
2185,25501156,25501156,
2186,25501157,25501157,
2187,25501158,25501158,
2188,25501210,25501210,
2189,25501220,25501220,
2190,25501230,25501230,
2191,25501240,25501240,
2192,25501250,25501250,
2193,25501260,25501260,
2194,25501270,25501270,
2195,25501280,25501280,
2196,25501290,25501290,
2197,25501310,25501310,
2198,25501320,25501320,
2199,25501330,25501330,
2200,25501340,25501340,
2201,25501350,25501350,
2202,25501370,25501370,
2203,25502020,25502020,
2204,25502080,25502080,
2205,25611130,25611130,
2206,25611150,25611150,
2207,25611170,25611170,
2208,25611190,25611190,
2209,25611230,25611230,
2210,25611250,25611250,
2211,25612100,25612100,
2212,25612230,25612230,
2213,25612250,25612250,
2214,25612270,25612270,
2215,25612290,25612290,
2216,25621001,25621001,
2217,25621003,25621003,
2218,25621005,25621005,
2219,25621007,25621007,
2220,25621009,25621009,
2221,25621011,25621011,
2222,25621013,25621013,
2223,25622000,25622000,
2224,25711120,25711120,
2225,25711145,25711145,
2226,25711160,25711160,
2227,25711175,25711175,
2228,25711190,25711190,
2229,25711230,25711230,
2230,25711280,25711280,
2231,25711330,25711330,
2232,25711350,25711350,
2233,25711370,25711370,
2234,25711430,25711430,
2235,25711480,25711480,
2236,25711500,25711500,
2237,25721130,25721130,
2238,25721150,25721150,
2239,25721170,25721170,
2240,25721230,25721230,
2241,25721250,25721250,
2242,25721270,25721270,
2243,25721330,25721330,
2244,25721350,25721350,
2245,25721370,25721370,
2246,25721410,25721410,
2247,25721420,25721420,
2248,25721430,25721430,
2249,25721440,25721440,
2250,25721450,25721450,
2251,25721460,25721460,
2252,25721470,25721470,
2253,25721480,25721480,
2254,25731010,25731010,
2255,25731030,25731030,
2256,25731040,25731040,
2257,25731050,25731050,
2258,25731055,25731055,
2259,25731060,25731060,
2260,25732010,25732010,
2261,25732020,25732020,
2262,25732030,25732030,
2263,25732050,25732050,
2264,25732093,25732093,
2265,25732097,25732097,
2266,25733013,25733013,
2267,25733016,25733016,
2268,25733023,25733023,
2269,25733025,25733025,
2270,25733033,25733033,
2271,25733035,25733035,
2272,25733037,25733037,
2273,25733053,25733053,
2274,25733055,25733055,
2275,25733057,25733057,
2276,25733063,25733063,
2277,25733065,25733065,
2278,25733073,25733073,
2279,25733077,25733077,
2280,25733083,25733083,
2281,25733085,25733085,
2282,25733087,25733087,
2283,25734014,25734014,
2284,25734016,25734016,
2285,25734019,25734019,
2286,25734023,25734023,
2287,25734025,25734025,
2288,25734027,25734027,
2289,25734031,25734031,
2290,25734033,25734033,
2291,25734035,25734035,
2292,25734037,25734037,
2293,25734044,25734044,
2294,25734045,25734045,
2295,25734048,25734048,
2296,25734050,25734050,
2297,25734061,25734061,
2298,25734066,25734066,
2299,25734069,25734069,
2300,25734071,25734071,
2301,25734074,25734074,
2302,25734079,25734079,
2303,25734081,25734081,
2304,25734083,25734083,
2305,25734085,25734085,
2306,25734087,25734087,
2307,25734089,25734089,
2308,25735013,25735013,
2309,25735015,25735015,
2310,25735020,25735020,
2311,25735030,25735030,
2312,25735050,25735050,
2313,25735060,25735060,
2314,25735070,25735070,
2315,25735080,25735080,
2316,25736013,25736013,
2317,25736018,25736018,
2318,25736023,25736023,
2319,25736024,25736024,
2320,25736033,25736033,
2321,25736039,25736039,
2322,25736043,25736043,
2323,25736045,25736045,
2324,25736050,25736050,
2325,25736063,25736063,
2326,25736065,25736065,
2327,25736067,25736067,
2328,25736090,25736090,
2329,25911100,25911100,
2330,25911200,25911200,
2331,25921133,25921133,
2332,25921135,25921135,
2333,25921150,25921150,
2334,25921210,25921210,
2335,25921240,25921240,
2336,25921260,25921260,
2337,25921330,25921330,
2338,25921350,25921350,
2339,25921370,25921370,
2340,25931130,25931130,
2341,25931150,25931150,
2342,25931230,25931230,
2343,25931250,25931250,
2344,25931270,25931270,
2345,25931313,25931313,
2346,25931315,25931315,
2347,25931320,25931320,
2348,25931330,25931330,
2349,25931343,25931343,
2350,25931345,25931345,
2351,25931350,25931350,
2352,25931360,25931360,
2353,25931400,25931400,
2354,25931510,25931510,
2355,25931530,25931530,
2356,25931550,25931550,
2357,25931570,25931570,
2358,25931613,25931613,
2359,25931615,25931615,
2360,25931617,25931617,
2361,25931631,25931631,
2362,25931633,25931633,
2363,25931635,25931635,
2364,25931637,25931637,
2365,25931653,25931653,
2366,25931655,25931655,
2367,25931660,25931660,
2368,25931680,25931680,
2369,25931710,25931710,
2370,25931724,25931724,
2371,25931730,25931730,
2372,25931750,25931750,
2373,25931770,25931770,
2374,25931780,25931780,
2375,25931800,25931800,
2376,25941115,25941115,
2377,25941153,25941153,
2378,25941157,25941157,
2379,25941173,25941173,
2380,25941175,25941175,
2381,25941190,25941190,
2382,25941210,25941210,
2383,25941230,25941230,
2384,25941250,25941250,
2385,25941270,25941270,
2386,25941310,25941310,
2387,25941340,25941340,
2388,25941370,25941370,
2389,25991110,25991110,
2390,25991127,25991127,
2391,25991131,25991131,
2392,25991135,25991135,
2393,25991137,25991137,
2394,25991217,25991217,
